"Time"	"Austria"	"Belgium"	"Denmark"	"Finland"	"France"	"Germany"	"Greece"	"Ireland"	"Italy"	"Luxembourg"	"Netherlands"	"Portugal"	"Spain"	"Sweden"	"UK"	"EU"
08/12/06	167.86	157.1	137.78	131.58	158	174.98	190	145.12	167.05	175.9	150.28	183	175.79	144.7	155	162.09
08/19/06	171.68	156.8	137.78	131.94	158	176.34	190.08	145.28	170	174.6	153.19	183	175.8	145.14	155.87	162.41
08/26/06	173.16	161.1	137.78	132.32	162	179.09	189.52	148.68	171	177.7	159.88	183	175.8	144.45	156.07	164.28
09/02/06	173.19	164.7	140.61	132.83	164	177.57	188.96	148.8	174.9	178.1	161.7	183	174.46	144.06	157.04	164.17
09/09/06	167.09	158.1	140.61	132.08	159	171.12	189.52	149.14	174.11	172.3	157.01	183	169.91	148.75	156.19	160.92
09/16/06	160.88	148.1	140.61	134.06	151	162.47	190.26	148.78	171.79	171.9	147.99	174	162.31	150.02	158.63	155.82
09/23/06	157.41	146.5	137.8	134.36	151	158.56	188.41	148.86	171.79	158.7	155.01	168	156.1	150.42	157.71	154.15
09/30/06	157.09	144.7	135.14	134.72	148	158	187.39	149.16	171.35	159.5	144.7	162	150.91	148.95	157.92	151.25
10/07/06	155.11	144.5	135.18	134.03	143	155.68	186.46	151.08	169.25	156	142.64	155	145.78	149.02	157.23	148.49
10/14/06	151.44	141.8	135.2	135.01	143	151.7	186.46	151.09	163.8	153.3	139.74	148	139.86	149.41	157.17	145.42
10/21/06	147.12	139.5	131.45	135.8	141	148.77	180.89	149.61	160.9	149.3	135.07	140	133.23	150.38	157.21	141.81
10/28/06	147.12	139.5	131.45	135.8	141	148.77	180.89	149.61	160.9	149.3	135.07	140	133.23	150.38	157.21	141.81
11/04/06	141.96	132.8	128.78	134.58	135	144.18	177.73	144.85	160	144.5	129.32	134	127.53	150.6	156.99	137.24
11/11/06	141.36	132.1	125.92	134.97	135	144.14	175.78	144.66	159.3	144.7	127.42	133	127.86	151.71	156.3	136.46
11/18/06	141.56	133.5	125.9	135.08	136	144.52	170.39	143	157.58	144.9	129.31	133	130	149.73	154.69	136.49
11/25/06	143.3	133.9	125.94	135.38	135	144.78	166.68	142	157.5	146.1	129.34	138	133.38	150.12	154.58	137.2
12/02/06	139.53	133.8	128.78	136.14	130	143.12	165.75	141.85	157.53	143.7	128.34	140	133.98	151.01	154.88	136.41
12/09/06	139.38	134	125.94	136.63	127	143.09	168.16	141.85	156.13	145	127.33	143	133.68	151.18	155.32	135.56
12/16/06	139.08	131	123.28	136.08	121	142.84	168.81	141.6	149.88	144.6	127.45	143	132.41	137.13	156.31	133.59
12/23/06	139.22	131.6	120.61	134.71	120	140.53	168.81	139.95	148.78	144.1	127.46	142	128.43	145.23	156.94	132.22
12/30/06	132.49	125.8	116.43	136.49	118	134.04	168.81	139.76	148.29	138	119.7	138	126.17	144.62	156.43	129.13
01/06/07	132.49	125.8	116.43	136.49	118	134.04	168.81	139.76	148.29	138	119.7	138	126.17	144.62	156.43	129.13
01/13/07	122.66	117.9	116.46	135.74	116	126.1	165.01	134.58	155.82	126.2	110.92	137	126.13	139.75	156.06	128.32
01/20/07	123.79	117.9	116.46	136.3	116	128.33	161.66	134.19	157.93	128.1	112.05	137	124.91	139.95	157.09	127.96
01/27/07	128.93	121.7	116.46	135.9	116	131.39	159.99	133.04	152	132.3	115.73	136	125.02	140.59	156	129.07
02/03/07	130.03	124.7	116.44	136.65	116	133.26	159.99	133.35	147.9	134.4	116.78	137	128.19	141.1	154.3	128.72
02/10/07	133.51	126.5	116.46	136.72	116	135.1	155.72	132.8	144.07	136.2	119.53	140	132.52	140.53	153.78	130.02
02/17/07	133.51	126.5	116.46	136.72	116	135.1	155.72	132.8	144.07	136.2	119.53	140	132.52	140.53	153.78	130.02
02/24/07	133.13	126.3	116.42	136.6	121	135.43	148.41	133.13	138.9	135.5	119.56	146	139.7	138.06	150.78	130.75
03/03/07	133.31	127.3	122.2	136.57	122	135.49	146.44	133.31	131.07	135.6	119.52	147	141.24	138.12	150.19	130.58
03/10/07	133.45	126.3	116.53	136.14	121	133.4	143.22	133.62	130.58	134.1	119.48	147	141.95	138.3	149.23	130.09
03/17/07	131.05	119.9	113.84	137.42	122	127.97	133.81	132.67	127.94	129.8	112.94	145	140.73	138.85	150.04	128.25
03/24/07	131.05	119.9	113.84	137.42	122	127.97	133.81	132.67	127.94	129.8	112.94	145	140.73	138.85	150.04	128.25
03/31/07	129.44	119.7	111.01	137.29	122	128.31	132.69	130.75	126.93	129.8	113.01	145	140.5	138.24	151.39	127.75
04/07/07	129.58	120.3	111.01	136.59	124	128.37	130.56	129.06	129.44	129.3	112.97	145	140.07	138.89	151.29	127.75
04/14/07	126.92	120.6	110.93	136.68	126	130.09	129.63	128.65	"NA"	130.1	114.87	145	140.13	138.16	150.91	128.6
04/21/07	131.19	126.2	110.95	135.68	125	134.07	130.57	128.23	129.44	134.6	118.62	145	140.46	139.12	151.55	129.78
04/28/07	131.55	128.4	113.81	136.52	124	136.02	133.34	128.4	"NA"	137.5	120.68	148	142.7	139.89	152.22	131.02
05/05/07	130.88	127.4	113.81	136.66	124	138.26	138.08	128.5	"NA"	"NA"	123.39	148	140.32	140.83	152.24	131.18
05/12/07	134.68	129.4	116.48	135.87	124	138.66	143.93	128.68	126.8	140.9	125.39	148	141.38	139.97	153.09	131.83
05/19/07	134.96	128.2	116.47	136.02	124	137.46	145.69	128.61	126.62	137.6	123.48	148	141.39	139.57	153.13	131.22
05/26/07	135.2	128.2	113.79	136.43	127	137.09	150.04	128.99	126.5	137.6	123.55	147	142.63	141.31	154.9	131.57
06/02/07	135.3	129.1	113.83	136.16	127	138.32	150.04	128.98	126.89	138	123.45	154	148.23	138.66	155.7	132.9
06/09/07	135.49	129.1	113.86	135.45	135	140.74	151.99	128.91	127.1	140.9	125.42	159	153.03	138.05	156.49	135.23
06/16/07	141.09	134.6	116.57	135.38	138	144.54	153.29	129.29	132.31	144.7	130.25	164	157.6	136.79	156.98	138.82
06/23/07	144.44	137.5	120.23	135.13	139	144.09	153.08	129.11	144.93	145.8	130.21	168	161.45	137.92	158.28	142.43
06/30/07	142.39	133.6	120.26	135.61	138	143.06	152.94	128.95	148.47	144.3	127.38	170	164.08	138.7	158.42	144.26
07/07/07	143.08	133.9	120.27	135.22	136	145.26	152.94	129.04	145.38	143.3	128.44	170	162.9	140	156.51	144.69
07/14/07	148.65	139.5	120.28	135.51	135	150.37	154.61	128.22	142.87	149.2	133.11	170	163.32	141.34	157.67	145.98
07/21/07	153.2	142.8	123.1	135.47	135	153.85	175.04	128.23	139.4	152.3	136.87	169	161.32	143.74	158.67	146.72
07/28/07	153.9	143	123.1	135.66	139	153.88	180.24	128.23	142.06	153.1	137.05	166	159.41	143.1	159.14	147.03
08/04/07	153.12	139.3	123.1	135.62	140	153.11	180.42	128.64	145.01	153	138.85	165	157.3	143.08	158.74	146.91
08/11/07	153.74	139.5	"NA"	135.18	140	150.15	179.96	129.35	146.28	153.9	131.98	164	155.04	142.49	157.51	146.85
08/18/07	147.7	136.7	123.09	135.49	141	148.03	181.91	131.22	150.63	148.4	130.22	164	154.8	141.25	157.13	146.09
08/25/07	147.51	135	123.09	135.82	141	148.95	181.91	131.8	156.27	148.5	130.25	164	154.8	143.07	155.72	146.5
09/01/07	149.54	139.1	123.02	136.37	140	151.23	180.98	134	154.95	151.2	134.97	164	153.76	142.48	155.25	146.79
09/08/07	151.34	141.6	122.58	137.42	142	152.81	183.58	137.48	156.81	152.9	136.79	157	148.35	143.57	154.99	146.73
09/15/07	151.48	141.2	122.59	138.05	141	151.14	183.58	136.1	159.37	152.3	136.91	150	142.34	143.91	154.32	145.91
09/22/07	146.45	137.2	122.53	139.2	137	147.99	183.58	138	159.02	148.4	132.23	144	136.76	149.98	150.23	143.48
09/29/07	146.46	136	122.47	139.17	134	147.73	188.96	137.99	155.19	147.9	132.06	139	131.15	151.69	149.84	141.28
10/06/07	145.89	135	122.49	141.65	133	146.11	188.96	138.09	149.31	148.4	131.91	134	127.28	156.37	151	139.19
10/13/07	144.16	132.7	122.49	143.11	130	146.11	188.96	138.11	148.11	148.4	128.14	134	125.28	157.16	150.92	137.53
10/20/07	138.64	127.6	121.43	143.33	127	137.87	188.96	138.12	146.45	148.4	123.52	131	120.67	157.19	151.2	133.31
10/27/07	133.39	123	119.79	142.92	125	134.36	182.84	138.5	146.61	135.4	118.84	132	119.38	158.59	151.01	130.85
11/03/07	133.19	122.6	119.8	143.12	124	133.97	178.66	138.5	148.36	135.2	118.69	131	118.14	157.48	151.48	130.03
11/10/07	132.33	122.6	119.8	142.79	123	134.01	178.66	138.02	151.54	135.4	118.8	131	118.74	159.41	151.18	130.06
11/17/07	132.99	123.4	119.82	144.95	123	134.77	173.09	136.22	156.07	135.9	118.78	130	118.43	159.29	148.67	130.06
11/24/07	135.29	125.7	119.8	144.97	123	135.04	170.11	134.17	160.94	136.8	120.64	129	118.87	160.84	146.38	130.04
12/01/07	135.59	126.1	119.76	145.46	123	135.19	168.81	134.21	163.55	137	120.63	131	121.4	157.63	146.69	130.53
12/08/07	136.11	125.8	119.74	144.84	123	135.44	166.96	134.09	161.6	135.7	120.75	135	124.91	157.12	147.78	131.71
12/15/07	135.53	125.8	113.12	145.36	123	135.43	166.96	134.27	160.14	137.1	120.66	140	128.35	153.41	147.49	132.21
12/22/07	135.46	125.6	106.94	144.08	122	135.47	170.02	132.4	157.23	136.3	120.79	143	128.35	152.84	147.9	132.92
12/29/07	136.1	125.7	106.98	145.11	122	135.38	170.95	132.4	153.23	136	120.43	143	128.38	152.84	145.93	133.53
01/05/08	135.52	124.4	107.04	146.85	122	135.04	171.51	131.81	152.87	137.8	120.5	143	130.26	137.63	143.68	133.01
01/12/08	136.33	124.1	107.14	151.69	122	135.03	171.51	129.79	152.87	136.6	120.31	143	129.37	137.6	140.89	133.1
01/19/08	135.2	124.7	107.14	151.69	122	135.5	169.65	130.3	150.35	136.7	120.39	143	129.71	136.33	140.79	131.63
01/26/08	135.81	124.7	107.09	151.24	122	135.43	169.65	130.3	159.37	137.1	120.3	143	129.64	135.84	142.25	130.79
02/02/08	136.15	124	107.08	150.82	122	135.5	163.52	130.46	159.27	137.8	120.63	143	129.75	136.71	142.77	131.11
02/09/08	136.5	124.8	107.07	150.69	122	137.28	161.2	130.91	155.95	137.6	120.64	143	131.11	137.43	143.43	131.28
02/16/08	137.97	125.3	107.05	151.17	122	141.94	160.74	130.56	150.02	141.9	125.15	143	134.38	138.07	143.43	132.53
02/23/08	143.12	132.4	114.16	150.88	124	144.73	160.74	130.73	146.52	141.9	128.08	148	140.64	141.99	142.75	135.3
03/01/08	143.32	132.5	116.99	151.07	126	145.62	158.97	130.86	149.27	146.7	128.22	154	147.2	142	143.05	138.28
03/08/08	146.05	134.9	117.97	152.15	131	148.13	158.88	131.08	155.61	147.8	131.05	156	151.73	144.64	142.25	141.61
03/15/08	148.29	137	121.24	151.05	137	150.88	159.06	131.21	157.72	152.1	134.92	158	154.2	146.1	143.18	144.59
03/22/08	148.68	138.3	121.19	151.8	143	150.96	159.06	134.39	157.31	152.1	134.86	158	154.64	146.42	141.08	144.95
03/29/08	149.29	141.3	121.19	151.59	144	151.77	159.06	134.39	154.37	152.8	134.91	158	155.91	141.94	140.81	145.2
04/05/08	149.91	141.8	124.98	151.3	144	150	159.06	135.38	149.41	151.8	136.67	157	157.83	143.86	142.18	146.06
04/12/08	139.15	135.9	128.28	152.4	141	145.52	156.46	139.75	145.32	151.8	131.06	157	155.45	143.37	142.39	144.89
04/19/08	134.05	133	128.28	151.58	137	144.93	154.14	139.93	133.06	146.1	128.22	151	152.98	144.23	142.77	143.18
04/26/08	138.04	133.5	124.49	151.04	134	148.82	153.21	140.08	131.18	149.5	128.33	151	152.22	146.99	144.9	142.58
05/03/08	143.21	139.3	124.5	150.44	132	153.7	161.11	139.93	132.58	155.9	135.91	150	148.65	147.22	147.73	144.3
05/10/08	147.47	142.3	124.5	149.84	132	158.85	179.03	139.76	138.16	155.9	138.72	150	149.12	148.87	149.25	146.75
05/17/08	147.47	150.5	130.8	150.02	133	163.75	193.14	143.52	138.16	164.9	147.22	151	149.21	152.08	149.09	150.84
05/24/08	157.59	151.3	133.51	150.28	137	164.53	192.68	144.04	151.83	166	147.32	153	151.16	156.96	150.93	155.19
05/31/08	160	151	133.52	147.98	141	169	192.96	143.89	152.52	169.8	149.21	157	157.56	159.85	153.44	158.34
06/07/08	168.23	159.6	136.08	145.06	146	174.21	193.61	149.48	154.39	169.8	156.99	162	162.24	159.42	156.07	162.74
06/14/08	168.42	159.2	139.17	145.94	152	174.31	191.75	149.5	162.46	175.7	156.93	169	168.05	159.86	159.25	165.33
06/21/08	166.45	158	139.17	146.82	154	171.87	191.75	149.6	163.67	173.5	152.29	173	167.17	159.51	162.26	164.64
06/28/08	162.3	152.9	139.17	146.57	155	168.59	192.21	149.65	164.17	169.5	148.31	173	166.88	157.37	163.48	163.62
07/05/08	162.85	152.1	139.19	145.53	156	170.81	192.68	149.88	164.64	171.2	150.28	173	165.33	157.7	166.18	164.04
07/12/08	168.05	157.1	139.16	145.32	159	176.73	193.89	150.33	163.6	177.2	154.96	173	164.84	159.78	166.36	166.69
07/19/08	174.83	162.1	139.15	145.43	160	181.05	194.81	154.22	164.4	182.1	161.82	175	168.6	158.71	167.97	170.17
07/26/08	174.4	162.5	141.93	145.76	160	182.69	199.55	154.72	172.92	182.7	161.84	178	171.44	162.75	169.44	172.68
08/02/08	175.5	163.7	141.93	145.94	160	184.59	205.68	158.29	183.21	184.2	164.55	178	171.78	164.93	170.34	174.15
08/09/08	176.7	164.6	141.95	146.81	161	184.53	208.46	158.51	187.37	184.2	164.67	178	172.76	165.32	169.88	174.61
08/16/08	177.15	164.5	141.97	146.97	161	184.51	208.46	161.01	187.42	184.2	164.45	177	172.76	168.68	170.15	173.72
08/23/08	176.74	163.6	147.24	145.92	161	184.57	212.76	162.17	187.42	184.9	164.58	177	171.5	169.05	169.35	173.18
08/30/08	176.86	163.8	147.25	149.35	161	185.73	212.76	162.16	183.29	185.6	164.53	177	172.22	168.6	166.91	173.65
09/06/08	179.68	166	147.29	150.72	161	186.34	212.18	159.95	191.33	187.2	167.35	176	172.33	167.64	163.64	174.49
09/13/08	176.97	166.6	150.2	149.77	160	182.38	213.39	159.97	199.56	182.3	165.59	175	171.12	169.77	165.99	174.44
09/20/08	171.86	159.1	150.16	150.87	158	177.18	213.85	159.77	199.56	177.5	160.83	169	166.05	168.42	167.1	172.46
09/27/08	169.48	156.8	146.78	152.27	156	174.73	208.37	156.03	200.79	174	156.99	164	161.01	167.5	167.69	169.67
10/04/08	169.97	157	144.21	152	155	174.64	202.24	156.06	195.14	174.2	157.06	164	156.96	164.2	168.33	166.86
10/11/08	169.94	157.1	144.32	152.3	155	174.4	198.53	156.09	198.6	174.6	156.65	155	152.57	164.55	169.46	164.89
10/18/08	169.35	157.1	141.57	152.99	154	172.24	196.11	152.09	198.6	173.1	156.65	153	148.71	159.86	169.94	162.95
10/25/08	161.56	151.4	141.52	152.94	148	164.72	194.72	152.22	200.79	166.4	148.35	148	142.58	157.43	167.96	157.84
11/01/08	152.23	142.7	138.91	153.31	143	156.76	191.01	148.24	200.79	166.4	139.73	144	137.87	159.12	165.43	153.66
11/08/08	146.56	137	134.6	150.6	137	152.83	188.96	148.36	183.23	153.5	134	139	133.31	156.45	162.52	149.73
11/15/08	146.33	136	132.01	151.08	135	153.95	187.76	144.47	175.87	154	133.96	139	132.28	155.27	155.51	146.99
11/22/08	147.99	138.2	131.94	151.23	134	156.94	186.36	140.66	172.06	156.9	137.82	140	133.28	151.17	152.27	146.82
11/29/08	148.52	141.4	131.89	153.57	133	156.94	184.6	140.61	169.97	158.1	137.87	144	136.52	149	152.53	148.08
12/06/08	147.51	140.2	129.13	153.72	133	156.94	184.6	140.61	163.85	158.1	137.83	144	137.2	146.89	149.85	147.74
12/13/08	147.59	140	124.97	152.92	133	154.83	187.57	136.66	160.21	155.9	137.88	144	137.55	142.61	140.18	146.24
12/20/08	144.38	136.4	124.97	154.26	134	149.16	193.7	136.69	156.26	149.9	133.34	144	136.9	132.59	139.31	143.8
12/27/08	138.77	130.6	122.81	155.51	131	145.12	195.93	136.69	153.78	146.4	128.39	144	136.67	124.98	135.31	141.35
01/03/09	137.67	129.9	122.82	152.02	127	144.36	198.99	136.66	153.93	146.6	128.42	144	137.12	128.88	132.35	140.38
01/10/09	136.92	130.5	120.11	152.38	124	142.6	198.81	130.57	156.81	144	128.05	145	135.1	124.76	138.85	139.19
01/17/09	132.39	126.4	120.11	152.21	124	139.24	196.58	130.55	159.62	144	124.35	142	130.05	122.7	141.95	136.61
01/24/09	132.91	126.9	119.3	149.84	124	139.65	195.93	130.32	158.59	141.3	124.34	139	128.2	123.9	137.93	134.84
01/31/09	136.04	128.5	118.21	150.72	124	139.63	193.05	126.73	154.7	141.1	124.45	137	127.4	126.87	140.77	134.18
02/07/09	132.71	127.4	118.22	150.47	124	139.57	193.05	126.82	148.53	141.1	123.97	137	128.2	127.47	148.11	133.22
02/14/09	132.94	127.4	113.26	150.32	124	139.6	190.26	127.03	143.77	139.6	120.45	138	130.03	127.57	150.31	132.85
02/21/09	132.75	125.6	113.27	150.09	129	139.14	188.96	128.8	138.42	140.4	120.53	142	135.28	123.87	152.06	133.21
02/28/09	132.36	125	113.29	150.71	129	139.23	186.18	130.95	137.42	141.8	120.42	147	139.84	121.33	153.32	134.51
03/07/09	132.41	125	113.28	149.42	132	139.64	182.37	130.76	137	141.2	124.19	151	139.84	118.14	154.17	135.11
03/14/09	132.17	127.3	113.26	147.43	132	140.42	180.98	131.03	135.71	142.2	124.28	154	147.88	121.74	150.53	137.45
03/21/09	135.2	128	113.25	147.22	133	141.68	179.12	131	134.93	143.5	126.02	155	148.9	128.63	149.27	138.89
03/28/09	135.82	129.6	114.64	145.5	135	142.84	170.39	131.03	135.9	144.5	126.3	155	148.82	128.92	151.69	139.39
04/04/09	135.72	132.3	117.6	146.2	136	144.95	163.89	131.15	139.34	145.9	128.31	155	148.68	130.25	154.41	140.91
04/11/09	136.75	134.4	120.27	146.51	136	145.77	162.69	131.26	142.33	145.9	130.28	155	149.78	132.49	158.49	142.63
04/18/09	136.69	135.7	122.96	146.05	136	147.38	161.76	131.39	135.78	148.2	131.04	155	149.1	131.68	162.09	143.24
04/25/09	140.7	139.3	122.97	147.11	136	149.34	162.69	135.03	134.03	151.4	133.88	155	149.15	130.99	162.75	143.63
05/02/09	141	139.3	125.12	147.15	136	148.53	161.66	135.58	131.86	151.5	134.89	155	148.92	136.01	163.21	143.85
05/09/09	136.49	135.9	125.13	147.29	136	145.31	160.64	139.24	125.42	147.4	131.06	155	149.05	137.71	166.06	142.93
05/16/09	137.72	136.4	125.14	145.21	135	147.88	157.39	142.94	132.89	147.8	131.11	154	146.61	138.02	165.67	142.89
05/23/09	141.92	139.1	125.17	147.35	134	152.39	158.32	143.1	137.96	153.1	134.95	154	145.7	139.69	168.65	144.55
05/30/09	146.74	142.2	128.54	146.2	135	153.35	151.36	143.23	140.45	155.3	139.53	157	148.7	138.15	170.73	146.74
06/06/09	143.85	138.6	131.47	145.33	136	150.17	153.68	143.51	142.65	152.3	134.11	161	151.85	136.4	172.08	146.77
06/13/09	140.28	139.6	131.48	144.63	136	151.74	155.16	143.5	144.72	152.9	135.75	161	152.78	135.82	174.62	147.81
06/20/09	145.35	141.6	131.5	145.37	139	156.33	164.82	143.54	148.41	157.7	139.53	164	155.96	135.77	177.5	150.54
06/27/09	149.77	145.2	133.38	144.94	144	159.95	166.31	143.58	155.29	162.4	144.53	166	160.9	134.16	177.57	154.38
07/04/09	149.72	147.5	133.36	144.93	150	159.88	171.14	143.63	156.88	161.4	147.37	170	166.18	135.9	177.67	157.04
07/11/09	147.95	141.6	135.9	144.88	150	155.98	175.22	140.65	154.81	157.5	141.71	175	169.73	136.46	176.39	156.16
07/18/09	148.25	141.7	133.91	144.4	145	157.45	176.98	138.78	151.9	158	141.7	177	171.73	135.9	176.41	155.78
07/25/09	152.13	144.4	133.91	143.38	144	159.9	176.98	138.89	153.19	158	144.52	177	171.59	138.6	175.8	156.76
08/01/09	152.14	144.7	133.91	144.69	143	159.56	179.21	138.81	156.02	158	144.61	177	171.16	143.21	176.28	157.02
08/08/09	152.73	145.5	131.36	143.25	140	160.23	180.33	134.82	160.71	158	144.16	177	170.5	147.52	177.17	156.67
08/15/09	152.02	145.2	131.37	143.83	138	160.29	179.4	134.73	165.35	158	144.45	171	163.69	149.29	174.37	155.28
08/22/09	152.28	145	131.39	143.76	137	160.28	178.29	134.75	165.67	158	144.36	167	158.43	150.09	171.95	153.92
08/29/09	152.55	145.5	131.39	144.12	137	159.95	180.98	134.99	171.69	161.37	144.32	165	156.44	153.54	168.82	154.09
09/05/09	152.11	145.5	131.39	144.23	139	157.81	175.69	134.99	173.89	159.8	144.39	160	154.07	152.02	166.61	153.33
09/12/09	149.51	140.1	131.39	143.22	139	152.95	174.11	131	172.1	154.6	138.69	160	153.41	152.39	167.11	151.27
09/19/09	145.35	136.8	131.41	143.58	136	148.92	172.25	130.75	166.87	150.6	133.98	154	148.22	152.98	163.46	147.67
09/26/09	138.2	132.5	128.73	142.61	132	145.66	173.36	126.97	169.01	145.3	130.23	150	144.38	153.26	160.27	144.71
10/03/09	137.91	131.9	125.87	142.54	129	144.51	172.99	127.87	170.37	146.6	129.93	145	140.63	152.16	157.76	142.18
10/10/09	134.52	129.8	123.18	142.32	126	141.37	173.09	127.96	169.57	142.6	127.25	142	138.4	151.69	154.99	139.63
10/17/09	130.56	126	119.56	141.25	121	138.22	169.93	124.05	165.58	139.6	123.39	135	131.66	151.07	153.01	135.6
10/24/09	131.11	125.7	116.88	139.73	117	135.21	164.91	123.95	163.72	138.2	120.69	134	128.88	148.59	153.59	133.61
10/31/09	131.11	121.3	116.88	138.61	117	133.8	164.73	124.02	163.02	138.2	118.67	134	126.62	146.91	154.62	132.1
11/07/09	126.64	122.2	114.08	137.84	117	135.4	164.36	121.94	160.9	138.2	118.79	134	126.84	145.1	152.37	131.68
11/14/09	126.64	125.8	116.92	139.46	117	138.15	161.2	120.13	160.05	139.8	122.58	134	126.48	145.71	152.39	132.85
11/21/09	130.07	125.8	116.92	138.11	118	138.87	163.15	120.26	147.91	139	123.29	137	130.9	146.12	151.63	133.52
11/28/09	130.35	125.9	117.58	137.77	119	138.52	165.38	120.25	147.57	139.6	123.23	139	134.37	144.35	150.1	133.69
12/05/09	130.61	125.3	117.58	137.3	119	136.69	164.82	120.41	158.36	139.6	123.36	141	135.16	144.9	148.57	133.85
12/12/09	124.96	120.9	117.85	138.2	119	133.77	168.54	120.52	158.44	134.9	118.67	141	135.52	140.34	149.22	132.55
12/19/09	124.96	120.8	114.22	140.15	119	133.75	170.39	120.36	157.35	135.5	115.89	141	135.04	137.3	150.86	131.56
12/26/09	125.47	121.3	108.83	138.85	118	133.77	171.32	120.11	155.33	135.5	116	140	133.05	132.52	150.88	130.68
01/02/10	125.24	120.7	108.84	140.2	117	133.81	172.44	120.31	155.64	135.6	115.71	140	133.44	133.5	149.9	130.71
01/09/10	125.28	120.7	108.85	139.13	117	133.71	170.39	117.5	155.09	134.4	115.45	140	133.3	132.84	150.36	130.68
01/16/10	125.43	121	108.86	139.19	117	133.74	172.62	117.5	155.37	133.4	118.13	140	131.6	130.96	151.15	130.65
01/23/10	125.07	121.4	108.84	139.27	117	133.74	170.4	117.59	156.27	135.1	118.16	140	133.14	131.72	154.19	130.7
01/30/10	125.07	121.4	108.8	138.58	117	135.05	165.38	117.84	155.71	137.2	118.41	141	134.29	127.65	156.35	130.66
02/06/10	130.91	122.8	111.35	138.67	117	138.74	164.26	121.86	154.77	139.5	122.15	143	137.5	132.19	156.13	132.4
02/13/10	134.52	127.2	113.91	137.86	121	141.83	163.71	121.94	154.49	142.6	125.87	146	140.91	133.34	156.31	134.62
02/20/10	134.51	128	116.61	138.78	126	141.94	160.55	121.82	153.46	143	125.92	149	145.54	136.6	157.21	136.72
02/27/10	134.23	127.5	116.62	137.28	130	139.4	163.52	121.83	152.84	141.7	126	152	148.86	134.51	155.33	137.59
03/06/10	131.35	122.4	116.63	138.24	127	135.91	162.22	122.11	148.68	136.9	120.16	154	149.69	135.18	152.19	136.01
03/13/10	131.96	122.2	116.65	137.57	126	135.35	157.58	122.61	146.39	136.9	120.34	154	151.24	130.88	152.08	135.63
03/20/10	131.67	121.9	116.65	138.32	126	135.36	158.69	122.9	142.92	135.4	120.26	151	145.25	131.69	153.46	134.23
03/27/10	130.24	122.8	116.78	138.58	126	135.94	155.72	123.62	143.37	136.7	120.36	144	140.18	134.36	154.59	133.51
04/03/10	130.31	122.6	119.7	138.69	124	135.92	155.72	124.16	143.54	137.2	120.54	141	136.23	138.43	156.11	132.89
04/10/10	129.94	122.8	119.7	136.81	122	135.82	153.21	124.2	142.29	137.1	120.33	141	135.35	135.95	158.68	132.44
04/17/10	129.94	123.1	119.71	137.86	123	135.82	148.94	124.69	140.87	137.4	120.47	141	135.33	135.76	158.82	132.32
04/24/10	129.55	123.4	119.72	137.54	123	137.43	147.36	125.22	134.85	137.4	120.61	141	135.81	137.05	160.09	132
05/01/10	132.49	128.1	123.08	141.15	129	140.77	147.36	125.08	133.53	141.7	124.69	143	140.15	137.85	160.91	134.43
05/08/10	135.84	129.2	126.03	138.89	129	140.77	142.26	129	137.91	143.4	127.53	149	144.39	138.45	162.76	135.76
05/15/10	135.79	130.4	130.36	139.28	132	143.71	141.33	129.21	137.85	145.4	127.49	153	148.01	141.12	163.96	138.35
05/22/10	138.57	131.7	133.04	139.89	132	146.63	142.07	129.33	137.85	145.3	134.26	157	152.03	140.43	163.09	140.72
05/29/10	141.57	136.4	135.06	140.49	136	150.07	143.84	133.49	138.85	150.4	134.26	160	155.5	139.21	165.16	143.62
06/05/10	143.88	139.4	139.51	140.63	137	152.98	142.54	133.58	140.98	150.4	138.06	163	159.31	144.31	169.04	146.72
06/12/10	146.44	142.1	139.54	140.69	140	156.9	143.46	137.39	144.25	157.5	140.11	167	163.29	143.93	171.73	149.7
06/19/10	153.15	145.3	143.04	139.59	141	159.88	147.36	137.21	148.38	157.5	144.88	169	166.16	144.67	170.56	153.2
06/26/10	152.85	145.4	142.97	140.63	141	156.69	150.52	141.41	149.38	158.8	143.13	171	166.56	145.56	172.46	152.92
07/03/10	145.15	138.1	142.86	143.15	141	152.13	152.47	141.3	148.88	153.6	136.47	171	166.34	145.29	173.83	150.44
07/10/10	144.89	137.3	139.95	139.99	140	150.03	155.91	141.23	146.4	151.5	131.88	171	165.98	146.4	171.46	149.21
07/17/10	144.82	133.9	137.27	139.81	139	147.98	155.91	141.27	142.8	151.2	131.92	171	165.23	148.41	169.89	148.43
07/24/10	142.76	133.8	134.51	139.58	139	150.16	155.91	141.01	142.55	150.5	132.19	171	164.13	148.33	168.59	148.06
07/31/10	147.79	137.8	134.47	138.04	137	153.8	168.07	141.24	145.07	154.6	138.54	171	164.12	148.76	169.39	149.93
08/07/10	147.85	139.7	137.16	139.28	137	154.22	168.63	141.3	149.88	154.7	138.56	173	164.07	149.95	169.31	150.97
08/14/10	148.09	139.7	137.17	139.81	136	154.22	170.86	141.32	149.88	156.4	138.47	173	164.07	148.92	169.03	151.07
08/21/10	148.97	139.6	134.23	139.83	137	154.23	170.3	139.51	154.45	154.5	138.51	173	163.17	149.05	169.54	151.35
08/28/10	148.05	139.9	134.26	140.14	140	151.7	170.3	139.47	158.15	153.6	138.48	170	158.56	149.69	169.25	150.4
